Cause,Type,Year,Data Redundancy,Total Deaths,Source,Page at Source,Source URL
Letusan Gunung Api,Bencana Alam,2008,1,0,Profil Kesehatan Indonesia Tahun 2008,Lampiran 4.31,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2008.pdf
Letusan Gunung Api,Bencana Alam,2009,1,0,Profil Kesehatan Indonesia Tahun 2009,Lampiran 4.27,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2009.pdf
Letusan Gunung Api,Bencana Alam,2015,1,1,Profil Kesehatan Indonesia Tahun 2015,Lampiran 6.28,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-Tahun-2015.pdf
Letusan Gunung Api,Bencana Alam,2016,1,9,Profil Kesehatan Indonesia Tahun 2016,Lampiran 6.37,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-2016.pdf
Letusan Gunung Api,Bencana Alam,2017,1,71,Profil Kesehatan Indonesia Tahun 2017,Lampiran 6.43,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-tahun-2017.pdf
Letusan Gunung Api,Bencana Alam,2018,1,0,Profil Kesehatan Indonesia Tahun 2018,Lampiran 6.49,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/PROFIL_KESEHATAN_2018_1.pdf
Letusan Gunung Api,Bencana Alam,2019,1,0,Profil Kesehatan Indonesia Tahun 2019,Lampiran 63.c,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-2019.pdf
Letusan Gunung Api,Bencana Alam,2020,1,0,Profil Kesehatan Indonesia Tahun 2020,190,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-Tahun-2020.pdf
Letusan Gunung Api,Bencana Alam,2021,1,51,Profil Kesehatan Indonesia Tahun 2021,253,https://www.kemkes.go.id/downloads/resources/download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-2021.pdf
Letusan Gunung Berapi,Bencana Alam,2010,1,382,Profil Kesehatan Indonesia Tahun 2010,Lampiran 4.42,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2010.pdf
Letusan/Peningkatan Aktivitas Gunung Api,Bencana Alam,2011,1,2,Profil Kesehatan Indonesia Tahun 2011,Lampiran 3.40,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2011.pdf
Longsor Sampah,Bencana Alam,2012,1,1,Profil Kesehatan Indonesia Tahun 2012,Lampiran 3.38,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2012.pdf
Malaria Klinis,Bencana Non Alam dan Penyakit,2006,1,30,Profil Kesehatan Indonesia Tahun 2006,Lampiran 3.31,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2006.pdf
"Malformasi, Deformasi Kongenital & Kelainan Kromosom",Bencana Non Alam dan Penyakit,2005,1,599,Profil Kesehatan Indonesia Tahun 2005,Lampiran 3.3.a,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf
"Malformasi, Deformasi Kongenital & Kelainan Kromosom",Bencana Non Alam dan Penyakit,2006,1,541,Profil Kesehatan Indonesia Tahun 2007,Lampiran 3.4,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2007.pdf
"Malformasi, Deformasi Kongenital & Kelainan Kromosom",Bencana Non Alam dan Penyakit,2008,1,605,Profil Kesehatan Indonesia Tahun 2008,Lampiran 3.4,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2008.pdf
Penyakit Apendiks,Bencana Non Alam dan Penyakit,2009,1,234,Profil Kesehatan Indonesia Tahun 2009,Lampiran 3.3,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2009.pdf
Penyakit Darah & Organ Pembuat Darah & Gangguan tertentu yang Melibatkan Mekanisme Imun,Bencana Non Alam dan Penyakit,2005,1,225,Profil Kesehatan Indonesia Tahun 2005,Lampiran 3.3.a,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf
Penyakit Darah & Organ Pembuat Darah & Gangguan tertentu yang Melibatkan Mekanisme Imun,Bencana Non Alam dan Penyakit,2006,1,129,Profil Kesehatan Indonesia Tahun 2007,Lampiran 3.4,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2007.pdf
Penyakit hemolitik pada janin dan bayi baru lahir,Bencana Non Alam dan Penyakit,2004,1,17,Profil Kesehatan Indonesia Tahun 2004,16,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2004.pdf
Penyakit hemolitik pada janin dan bayi baru lahir,Bencana Non Alam dan Penyakit,2005,1,26,Profil Kesehatan Indonesia Tahun 2005,17,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf
Penyakit hemolitik pada janin dan bayi baru lahir,Bencana Non Alam dan Penyakit,2006,1,20,Profil Kesehatan Indonesia Tahun 2006,21,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2006.pdf
Penyakit infeksi dan parasit kongenital,Bencana Non Alam dan Penyakit,2004,1,466,Profil Kesehatan Indonesia Tahun 2004,16,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2004.pdf
Penyakit infeksi dan parasit kongenital,Bencana Non Alam dan Penyakit,2005,1,516,Profil Kesehatan Indonesia Tahun 2005,17,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf
Penyakit infeksi dan parasit kongenital,Bencana Non Alam dan Penyakit,2006,1,467,Profil Kesehatan Indonesia Tahun 2006,21,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2006.pdf
Penyakit Kulit & Jaringan Subkutan,Bencana Non Alam dan Penyakit,2005,1,201,Profil Kesehatan Indonesia Tahun 2005,Lampiran 3.3.a,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf
Penyakit Kulit & Jaringan Subkutan,Bencana Non Alam dan Penyakit,2006,1,189,Profil Kesehatan Indonesia Tahun 2007,Lampiran 3.4,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2007.pdf
Penyakit Kulit & Jaringan Subkutan,Bencana Non Alam dan Penyakit,2008,1,324,Profil Kesehatan Indonesia Tahun 2008,Lampiran 3.4,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2008.pdf
Penyakit Mata dan Adneksa,Bencana Non Alam dan Penyakit,2005,1,14,Profil Kesehatan Indonesia Tahun 2005,Lampiran 3.3.a,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf
Penyakit Mata dan Adneksa,Bencana Non Alam dan Penyakit,2006,1,287,Profil Kesehatan Indonesia Tahun 2007,Lampiran 3.4,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2007.pdf
Penyakit Mata dan Adneksa,Bencana Non Alam dan Penyakit,2008,1,123,Profil Kesehatan Indonesia Tahun 2008,Lampiran 3.4,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2008.pdf
Penyakit Sistem Muskuloskeletal dan Jaringan Ikat,Bencana Non Alam dan Penyakit,2005,1,235,Profil Kesehatan Indonesia Tahun 2005,Lampiran 3.3.a,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf
Penyakit Sistem Muskuloskeletal dan Jaringan Ikat,Bencana Non Alam dan Penyakit,2006,1,235,Profil Kesehatan Indonesia Tahun 2007,Lampiran 3.4,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2007.pdf
Penyakit Sistem Muskuloskeletal dan Jaringan Ikat,Bencana Non Alam dan Penyakit,2008,1,605,Profil Kesehatan Indonesia Tahun 2008,Lampiran 3.4,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2008.pdf
Penyakit Telinga dan Pros. Mastoideus,Bencana Non Alam dan Penyakit,2005,1,21,Profil Kesehatan Indonesia Tahun 2005,Lampiran 3.3.a,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf
Penyakit Telinga dan Pros. Mastoideus,Bencana Non Alam dan Penyakit,2006,1,35,Profil Kesehatan Indonesia Tahun 2007,Lampiran 3.4,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2007.pdf
Penyakit Telinga dan Pros. Mastoideus,Bencana Non Alam dan Penyakit,2008,1,109,Profil Kesehatan Indonesia Tahun 2008,Lampiran 3.4,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2008.pdf
Penyulit kehamilan dan persalinan lainnya,Bencana Non Alam dan Penyakit,2010,1,276,Profil Kesehatan Indonesia Tahun 2011,Lampiran 3.3,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2011.pdf
"Penyulit kehamilan, persalinan dan masa nifas lainnya",Bencana Non Alam dan Penyakit,2005,1,214,Profil Kesehatan Indonesia Tahun 2005,20,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf
"Penyulit kehamilan, persalinan dan masa nifas lainnya",Bencana Non Alam dan Penyakit,2006,1,250,Profil Kesehatan Indonesia Tahun 2006,24,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2006.pdf
Perdarahan antepartum,Bencana Non Alam dan Penyakit,2004,1,11,Profil Kesehatan Indonesia Tahun 2004,19,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2004.pdf
Perdarahan antepartum,Bencana Non Alam dan Penyakit,2005,1,16,Profil Kesehatan Indonesia Tahun 2005,20,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf
Perdarahan antepartum,Bencana Non Alam dan Penyakit,2006,1,8,Profil Kesehatan Indonesia Tahun 2006,24,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2006.pdf
Perdarahan pasca persalinan,Bencana Non Alam dan Penyakit,2004,1,43,Profil Kesehatan Indonesia Tahun 2004,19,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2004.pdf
Perdarahan pasca persalinan,Bencana Non Alam dan Penyakit,2005,1,71,Profil Kesehatan Indonesia Tahun 2005,20,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf
Perdarahan pasca persalinan,Bencana Non Alam dan Penyakit,2006,1,43,Profil Kesehatan Indonesia Tahun 2006,24,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2006.pdf
Persalinan dengan penyulit gawat janin,Bencana Non Alam dan Penyakit,2004,1,11,Profil Kesehatan Indonesia Tahun 2004,19,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2004.pdf
Persalinan dengan penyulit gawat janin,Bencana Non Alam dan Penyakit,2005,1,8,Profil Kesehatan Indonesia Tahun 2005,20,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf
Persalinan dengan penyulit gawat janin,Bencana Non Alam dan Penyakit,2006,1,11,Profil Kesehatan Indonesia Tahun 2006,24,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2006.pdf
Persalinan prematur,Bencana Non Alam dan Penyakit,2004,1,23,Profil Kesehatan Indonesia Tahun 2004,19,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2004.pdf
Persalinan prematur,Bencana Non Alam dan Penyakit,2005,1,31,Profil Kesehatan Indonesia Tahun 2005,20,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf
Persalinan prematur,Bencana Non Alam dan Penyakit,2006,1,34,Profil Kesehatan Indonesia Tahun 2006,24,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2006.pdf
Petir,Bencana Alam,2008,1,7,Profil Kesehatan Indonesia Tahun 2008,Lampiran 4.31,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2008.pdf
Plasenta previa,Bencana Non Alam dan Penyakit,2004,1,30,Profil Kesehatan Indonesia Tahun 2004,19,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2004.pdf
Plasenta previa,Bencana Non Alam dan Penyakit,2005,1,40,Profil Kesehatan Indonesia Tahun 2005,20,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf
Plasenta previa,Bencana Non Alam dan Penyakit,2006,1,36,Profil Kesehatan Indonesia Tahun 2006,24,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2006.pdf
Rabies,Bencana Non Alam dan Penyakit,2006,1,19,Profil Kesehatan Indonesia Tahun 2006,Lampiran 3.31,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2006.pdf
Rabies - Lyssa,Bencana Non Alam dan Penyakit,2009,1,195,Profil Kesehatan Indonesia Tahun 2016,191,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-2016.pdf
Rabies - Lyssa,Bencana Non Alam dan Penyakit,2010,1,206,Profil Kesehatan Indonesia Tahun 2016,191,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-2016.pdf
Rabies - Lyssa,Bencana Non Alam dan Penyakit,2011,1,184,Profil Kesehatan Indonesia Tahun 2019,204,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-2019.pdf
Rabies - Lyssa,Bencana Non Alam dan Penyakit,2012,1,137,Profil Kesehatan Indonesia Tahun 2019,204,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-2019.pdf
Rabies - Lyssa,Bencana Non Alam dan Penyakit,2013,1,119,Profil Kesehatan Indonesia Tahun 2019,204,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-2019.pdf
Rabies - Lyssa,Bencana Non Alam dan Penyakit,2014,1,98,Profil Kesehatan Indonesia Tahun 2019,204,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-2019.pdf
Rabies - Lyssa,Bencana Non Alam dan Penyakit,2015,1,118,Profil Kesehatan Indonesia Tahun 2019,204,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-2019.pdf
Rabies - Lyssa,Bencana Non Alam dan Penyakit,2016,1,99,Profil Kesehatan Indonesia Tahun 2019,204,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-2019.pdf
Rabies - Lyssa,Bencana Non Alam dan Penyakit,2017,1,108,Profil Kesehatan Indonesia Tahun 2019,204,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-2019.pdf
Rabies - Lyssa,Bencana Non Alam dan Penyakit,2018,1,111,Profil Kesehatan Indonesia Tahun 2019,204,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-2019.pdf
Rabies - Lyssa,Bencana Non Alam dan Penyakit,2019,1,115,Profil Kesehatan Indonesia Tahun 2019,204,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-2019.pdf
Rabies - Lyssa,Bencana Non Alam dan Penyakit,2021,1,62,Profil Kesehatan Indonesia Tahun 2021,Lampiran 67.c,https://www.kemkes.go.id/downloads/resources/download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-2021.pdf
Rubella,Bencana Non Alam dan Penyakit,2006,1,0,Profil Kesehatan Indonesia Tahun 2006,Lampiran 3.31,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2006.pdf
Tanah Longsor,Bencana Alam,2005,1,170,Profil Kesehatan Indonesia Tahun 2005,Lampiran 4.24,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf
Tanah Longsor,Bencana Alam,2006,1,123,Profil Kesehatan Indonesia Tahun 2006,Lampiran 4.25,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2006.pdf
Tanah Longsor,Bencana Alam,2007,1,46,Profil Kesehatan Indonesia Tahun 2007,Lampiran 4.27,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2007.pdf
Tanah Longsor,Bencana Alam,2008,1,103,Profil Kesehatan Indonesia Tahun 2008,Lampiran 4.31,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2008.pdf
Tanah Longsor,Bencana Alam,2009,1,73,Profil Kesehatan Indonesia Tahun 2009,Lampiran 4.27,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2009.pdf
Tanah Longsor,Bencana Alam,2010,1,131,Profil Kesehatan Indonesia Tahun 2010,Lampiran 4.42,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2010.pdf
Tanah Longsor,Bencana Alam,2011,1,84,Profil Kesehatan Indonesia Tahun 2011,Lampiran 3.40,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2011.pdf
Tanah Longsor,Bencana Alam,2012,1,54,Profil Kesehatan Indonesia Tahun 2012,Lampiran 3.38,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2012.pdf
Tanah Longsor,Bencana Alam,2015,1,96,Profil Kesehatan Indonesia Tahun 2015,Lampiran 6.28,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-Tahun-2015.pdf
Tanah Longsor,Bencana Alam,2016,1,168,Profil Kesehatan Indonesia Tahun 2016,Lampiran 6.37,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-2016.pdf
Tanah Longsor,Bencana Alam,2017,1,16,Profil Kesehatan Indonesia Tahun 2017,Lampiran 6.43,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-tahun-2017.pdf
Tanah Longsor,Bencana Alam,2018,1,23,Profil Kesehatan Indonesia Tahun 2018,Lampiran 6.49,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/PROFIL_KESEHATAN_2018_1.pdf
Tanah Longsor,Bencana Alam,2019,1,34,Profil Kesehatan Indonesia Tahun 2019,Lampiran 63.c,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-2019.pdf
Tanah Longsor,Bencana Alam,2020,1,20,Profil Kesehatan Indonesia Tahun 2020,190,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-Tahun-2020.pdf
Tanah Longsor,Bencana Alam,2021,1,50,Profil Kesehatan Indonesia Tahun 2021,253,https://www.kemkes.go.id/downloads/resources/download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-2021.pdf
Tersambar Petir,Bencana Alam,2011,1,1,Profil Kesehatan Indonesia Tahun 2011,Lampiran 3.40,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2011.pdf
Tersambar Petir,Bencana Alam,2012,1,6,Profil Kesehatan Indonesia Tahun 2012,Lampiran 3.38,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2012.pdf
Tetanus,Bencana Non Alam dan Penyakit,2005,1,43,Profil Kesehatan Indonesia Tahun 2005,Lampiran 3.25,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf
Tetanus,Bencana Non Alam dan Penyakit,2006,1,18,Profil Kesehatan Indonesia Tahun 2006,Lampiran 3.31,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2006.pdf
Tetanus Neonatorium,Bencana Non Alam dan Penyakit,2000,1,183,Profil Kesehatan Indonesia Tahun 2006,40,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2006.pdf
Tetanus Neonatorium,Bencana Non Alam dan Penyakit,2001,1,100,Profil Kesehatan Indonesia Tahun 2006,40,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2006.pdf
Tetanus Neonatorium,Bencana Non Alam dan Penyakit,2002,1,91,Profil Kesehatan Indonesia Tahun 2006,40,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2006.pdf
Tetanus Neonatorium,Bencana Non Alam dan Penyakit,2003,1,98,Profil Kesehatan Indonesia Tahun 2006,40,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2006.pdf
Tetanus Neonatorium,Bencana Non Alam dan Penyakit,2004,1,42,Profil Kesehatan Indonesia Tahun 2004,16,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2004.pdf
Tetanus Neonatorium,Bencana Non Alam dan Penyakit,2005,1,82,Profil Kesehatan Indonesia Tahun 2005,Lampiran 3.16,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf
Tetanus Neonatorium,Bencana Non Alam dan Penyakit,2006,1,46,Profil Kesehatan Indonesia Tahun 2006,40,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2006.pdf
Tetanus Neonatorium,Bencana Non Alam dan Penyakit,2007,1,74,Profil Kesehatan Indonesia Tahun 2007,Lampiran 3.16b,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2007.pdf
Tetanus Neonatorium,Bencana Non Alam dan Penyakit,2008,1,100,Profil Kesehatan Indonesia Tahun 2008,Lampiran 3.16,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2008.pdf
Tetanus Neonatorium,Bencana Non Alam dan Penyakit,2009,1,76,Profil Kesehatan Indonesia Tahun 2009,45,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2009.pdf
Tetanus Neonatorium,Bencana Non Alam dan Penyakit,2010,1,84,Profil Kesehatan Indonesia Tahun 2010,Lampiran 3.23,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2010.pdf
Tetanus Neonatorium,Bencana Non Alam dan Penyakit,2011,1,69,Profil Kesehatan Indonesia Tahun 2011,Lampiran 3.23,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2011.pdf
Tetanus Neonatorium,Bencana Non Alam dan Penyakit,2012,1,59,Profil Kesehatan Indonesia Tahun 2012,Lampiran 3.21,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2012.pdf
Tetanus Neonatorium,Bencana Non Alam dan Penyakit,2013,1,42,Profil Kesehatan Indonesia Tahun 2013,Lampiran 6.18,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2013.pdf
Tetanus Neonatorium,Bencana Non Alam dan Penyakit,2014,1,54,Profil Kesehatan Indonesia Tahun 2014,Lampiran 6.15,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2014.pdf
Tetanus Neonatorium,Bencana Non Alam dan Penyakit,2015,1,27,Profil Kesehatan Indonesia Tahun 2015,Lampiran 6.15,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-Tahun-2015.pdf
Tetanus Neonatorium,Bencana Non Alam dan Penyakit,2016,1,14,Profil Kesehatan Indonesia Tahun 2016,Lampiran 6.18,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-2016.pdf
